Linux 5.15.0-187-generic (node0.katieyan-315918.ldos-ut-pg0.wisc.cloudlab.us) 	09/14/26 	_x86_64_	(32 CPU)

05:02:13        CPU     %user     %nice   %system   %iowait    %steal     %idle
05:02:55         14      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         15      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         16      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         17      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         18      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         19      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         20      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         21      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         22      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         23      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         24      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         25      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         26      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         27      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         28      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         29      0.00      0.00      0.00      0.00      0.00    100.00
05:02:55         30      0.00      0.00      0.99      0.00      0.00     99.01
05:02:55         31      0.00      0.00      0.00      0.00      0.00    100.00

05:02:55        CPU     %user     %nice   %system   %iowait    %steal     %idle
05:02:56        all      3.38      0.00      1.28      0.00      0.00     95.34
05:02:56          0      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56          1      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56          2      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56          3      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56          4     84.31      0.00     14.71      0.00      0.00      0.98
05:02:56          5     21.88      0.00     26.04      0.00      0.00     52.08
05:02:56          6      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56          7      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56          8      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56          9      0.99      0.00      0.99      0.00      0.00     98.02
05:02:56         10      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         11      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         12      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         13      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         14      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         15      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         16      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         17      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         18      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         19      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         20      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         21      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         22      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         23      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         24      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         25      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         26      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         27      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         28      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         29      0.00      0.00      0.00      0.00      0.00    100.00
